iter	MultiClass
128	0.5933861615
129	0.5930654699
130	0.5926460213
131	0.5918830423
132	0.5912749366
133	0.5907034616
134	0.5901908865
135	0.5897474603
136	0.5893039076
137	0.5889983996
138	0.5884087675
139	0.5879599637
140	0.5874630784
141	0.5870232583
142	0.5865910301
143	0.5857637103
144	0.585248225
145	0.584786958
146	0.5844618379
147	0.5836347712
148	0.5831802736
149	0.5827775902
150	0.5825214925
151	0.5819722235
152	0.581440479
153	0.5808972835
154	0.5803033493
155	0.5798093742
156	0.579451799
157	0.5791190237
158	0.5787100771
159	0.5783712916
160	0.57791749
161	0.5772742721
162	0.576967056
163	0.5766539563
164	0.57626943
165	0.5759352629
166	0.5753568287
167	0.574828374
168	0.5745591171
169	0.5741049358
170	0.5737475504
171	0.573324116
172	0.572727145
173	0.5719062783
174	0.5714659522
175	0.5710905361
176	0.570748018
177	0.5704227081
178	0.5699201289
179	0.569467719
180	0.5689154133
181	0.5685281667
182	0.5681531935
183	0.5676798429
184	0.5673428289
185	0.5669522924
186	0.5665823172
187	0.5662138604
188	0.5657354485
189	0.5652503938
190	0.5647698941
191	0.5642649741
192	0.563545142
193	0.5631472668
194	0.5626841652
195	0.5619897024
196	0.5615336865
197	0.5612169173
198	0.5609546828
199	0.5604155996
200	0.5600790917
201	0.5595194472
202	0.559175474
203	0.5586574581
204	0.5583445482
205	0.5578431077
206	0.5572603082
207	0.556867684
208	0.5565395271
209	0.5560980622
210	0.5558424073
211	0.5554666116
212	0.5551531323
213	0.5548583795
214	0.5545490756
215	0.554213833
216	0.5536524171
217	0.5533773398
218	0.5530877747
219	0.5527276056
220	0.552384012
221	0.5520931184
222	0.5516092657
223	0.5511451518
224	0.5505503951
225	0.5502996749
226	0.550017069
227	0.5495743387
228	0.5492325798
229	0.5489104964
230	0.54867167
231	0.5483130825
232	0.5479911257
233	0.5476640443
234	0.5471381202
235	0.5468154674
236	0.5466452206
237	0.5463176964
238	0.545787407
239	0.5451367871
240	0.5446889956
241	0.5443772244
242	0.5440376798
243	0.5435366822
244	0.5429479357
245	0.5423093362
246	0.5419563161
247	0.5416299939
248	0.5410643392
249	0.5404838173
250	0.540074238
251	0.5398705871
252	0.5394972588
253	0.5390024613
254	0.5387120737
255	0.5382526415
256	0.5379048091
257	0.5376676909
258	0.537485487
259	0.5370333934
260	0.5367433222
261	0.5363639205
262	0.5359821147
263	0.5357039373
264	0.5354938334
265	0.5352818315
266	0.5349131216
267	0.5345331505
268	0.5342153691
269	0.5338570347
270	0.5334547942
271	0.5331479577
272	0.5329291864
273	0.532534601
274	0.5323160196
275	0.5319352893
276	0.5316077018
277	0.5311211919
278	0.530795882
279	0.530307316
280	0.5300056989
281	0.5297183481
282	0.5292043179
283	0.5289859579
284	0.5286868714
285	0.5284502593
286	0.5280511188
287	0.5275389549
288	0.527195994
289	0.5268804269
290	0.5266107587
291	0.5262113335
292	0.525742538
293	0.5252520425
294	0.5249940151
295	0.5246295123
296	0.5242892401
297	0.5240283975
298	0.5236501345
299	0.5232408083
300	0.5228159821
301	0.5223792304
302	0.5221613449
303	0.5219451991
304	0.5216926126
305	0.5213965312
306	0.52088345
307	0.5205460247
308	0.5201015547
309	0.5197266447
310	0.5195113214
311	0.5191363483
312	0.5188988505
313	0.5185611089
314	0.5180791226
315	0.517715379
316	0.517537572
317	0.5172414273
318	0.5168902102
319	0.5165202983
320	0.5161119843
321	0.5156950979
322	0.5154439348
323	0.514932973
324	0.514664665
325	0.5143627949
326	0.5141481359
327	0.5137214433
328	0.5133685497
329	0.5130884112
330	0.5125457218
331	0.5123311893
332	0.512010213
333	0.5117410194
334	0.5114490186
335	0.5110187199
336	0.5106111968
337	0.510288797
338	0.509959881
339	0.5096768638
340	0.5092488744
341	0.5088623869
342	0.508609832
343	0.5084133618
344	0.5079241632
345	0.5076759736
346	0.507321182
347	0.5070201976
348	0.5065071796
349	0.5061908533
350	0.5057891189
351	0.5054605192
352	0.5049820124
353	0.5045358975
354	0.5042688232
355	0.5038002174
356	0.5035356421
357	0.5031468771
358	0.5028579763
359	0.5025801153
360	0.5023993665
361	0.5020284739
362	0.5017334364
363	0.5015474998
364	0.5012434786
365	0.5010967032
366	0.5007225209
367	0.5003683303
368	0.5001319397
369	0.4998422481
370	0.49945323
371	0.4992201292
372	0.4989299631
373	0.4985557807
374	0.4982271493
375	0.4979484343
376	0.4975417019
377	0.4971429094
378	0.4969357473
379	0.4966826546
380	0.4964567028
381	0.4962541591
382	0.495932993
383	0.4955956943
384	0.4952898068
385	0.4951758977
386	0.4948150959
387	0.4945549492
388	0.494273229
389	0.4939864792
390	0.4935930642
391	0.493264243
392	0.492825973
393	0.4923387672
394	0.4921168643
395	0.4918345115
396	0.4915525699
397	0.4911536192
398	0.49083375
399	0.4905727176
400	0.4901092996
401	0.4898039182
402	0.4895596194
403	0.4892453492
404	0.4887907884
405	0.4885128957
406	0.4881805633
407	0.4879318676
408	0.4877084147
409	0.4875599312
410	0.487122104
411	0.4868266552
412	0.4865430054
413	0.4862588495
414	0.4860412803
415	0.4858440193
416	0.4855129205
417	0.4852402156
418	0.4850683239
419	0.4848179201
420	0.4844195071
421	0.4840290339
422	0.4837462066
423	0.4833572202
424	0.4830795173
425	0.4828777012
426	0.4826548493
427	0.4822120558
428	0.4820149212
429	0.4817222245
430	0.48127573
431	0.4810199169
432	0.4807635345
433	0.4805862019
434	0.4803207409
435	0.4800007453
436	0.479705771
437	0.4793074213
438	0.4790838103
439	0.4788328686
440	0.4783789088
441	0.4780304437
442	0.4777105113
443	0.4775211268
444	0.4773395871
445	0.4770806741
446	0.4769546497
447	0.4766212102
448	0.4763631195
449	0.4759462015
450	0.4755698365
451	0.4752713194
452	0.4748311514
453	0.4745387393
454	0.4742695457
455	0.4739918428
456	0.4737947399
457	0.4735781197
458	0.4733478658
459	0.4730316344
460	0.4727321367
461	0.4725182685
462	0.4723380258
463	0.4720652892
464	0.4717021467
465	0.4713861367
466	0.4711099522
467	0.4708897259
468	0.4705402802
469	0.4703681671
470	0.4701558173
471	0.4698961134
472	0.4696754758
473	0.469392775
474	0.4691206395
475	0.4688082989
476	0.468550493
477	0.4683613299
478	0.4680733148
479	0.4678970894
480	0.4675686795
481	0.4671653951
482	0.4669111321
483	0.4666380792
484	0.4663088784
485	0.4660711909
486	0.4658307829
487	0.4656286188
488	0.4654158893
489	0.4651458416
490	0.4648137623
491	0.4646440849
492	0.4644254085
493	0.4641055077
494	0.4638913232
495	0.4635030327
496	0.4632589553
497	0.462959078
498	0.4627749128
499	0.4625823967
500	0.4622053357
501	0.4618083779
502	0.4614449506
503	0.4612068518
504	0.4608702174
505	0.4604739871
506	0.4600598527
507	0.4598248856
508	0.4594779389
509	0.4591972942
510	0.4589767199
511	0.4585947876
512	0.4583914214
513	0.4580549451
514	0.4578212116
515	0.4576189526
516	0.4573454885
517	0.4571374407
518	0.456900544
519	0.4566645646
520	0.4564824239
521	0.45618707
522	0.4559769029
523	0.4557239367
524	0.4555611552
525	0.4553041401
526	0.4549896169
527	0.4547432304
528	0.4545878825
529	0.4543932153
530	0.4540589533
531	0.4539182198
532	0.4536951149
533	0.4535103487
534	0.4533181805
535	0.4530560092
536	0.4525697525
537	0.4523494312
538	0.4521052273
539	0.4519704407
540	0.4517645439
541	0.4515478921
542	0.4511896525
543	0.4509976425
544	0.4506829611
545	0.4503639144
546	0.4501600421
547	0.4500417045
548	0.4497758638
549	0.4495316283
550	0.4492353888
551	0.4488514636
552	0.4486777688
553	0.4483655231
554	0.4481384641
555	0.4477973062
556	0.4475463962
557	0.4472155822
558	0.4470542874
559	0.4467773754
560	0.446567398
561	0.4463995236
562	0.446091232
563	0.4458506975
564	0.4456500834
565	0.445339451
566	0.4450552002
567	0.444950085
568	0.4447560188
569	0.444586373
570	0.4443898079
571	0.4441853978
572	0.4439461603
573	0.4437688594
574	0.4434712596
575	0.4431564517
576	0.4429815865
577	0.4426131929
578	0.4423564309
579	0.442108779
580	0.4419694689
581	0.4417670834
582	0.4415257581
583	0.4412763032
584	0.4409775014
585	0.4408173137
586	0.4405814609
587	0.4403643029
588	0.4400948878
589	0.4397750186
590	0.4395638392
591	0.4393473455
592	0.4390608804
593	0.4388815867
594	0.4386655042
595	0.4385459645
596	0.4383788809
597	0.4382030035
598	0.4380307639
599	0.4378002885
600	0.4376362101
601	0.4374572327
602	0.4373407613
603	0.4370146922
604	0.4367970597
605	0.4365263477
606	0.4363684376
607	0.4361699112
608	0.4360104512
609	0.4358152146
610	0.4356680912
611	0.4352655977
612	0.4350987988
613	0.4349119765
614	0.4346555624
615	0.4344075626
616	0.4340593823
617	0.4337934151
618	0.43356275
619	0.4332778033
620	0.433059728
621	0.4327426425
622	0.4324321683
623	0.4320474522
624	0.431851583
625	0.4316601423
626	0.4315142527
627	0.4313831987
628	0.4310596601
629	0.4308220358
630	0.4306250911
631	0.4304420963
632	0.4301743894
633	0.4299221508
634	0.429629296
635	0.4292531207
636	0.429030775
637	0.4287816364
638	0.4286322355
639	0.4283414684
640	0.4281006492
641	0.4278801382
642	0.4277109036
643	0.4275011793
644	0.4273222335
645	0.4271209867
646	0.4269681378
647	0.4268708042
648	0.4266849942
649	0.4264951035
650	0.426161664
651	0.4259748101
652	0.4257014092
653	0.4254422748
654	0.4251956984
655	0.4249396007
656	0.4247549294
657	0.424561654
658	0.4243208348
659	0.4241175635
660	0.4239295392
661	0.4237199414
662	0.4233986488
663	0.4232877764
664	0.4231558051
665	0.4228968604
666	0.4226369667
667	0.4224788036
668	0.4221848416
669	0.4218440949
670	0.4216325359
671	0.4214508381
672	0.4212580056
673	0.4209739762
674	0.4206477806
675	0.4204324889
676	0.4202183676
677	0.4199556903
678	0.4197668435
679	0.4196072569
680	0.4194311264
681	0.4191750603
682	0.4189437941
683	0.4186363566
684	0.4184058497
685	0.4181329233
686	0.4176490707
687	0.4174067647
688	0.4171223241
689	0.4169171549
690	0.4167207163
691	0.4165900735
692	0.4164121084
693	0.4161166912
694	0.4158635037
695	0.4156631743
696	0.4155253825
697	0.4151875144
698	0.4148734024
699	0.4146783556
700	0.41457982
701	0.4144285844
702	0.4142874396
703	0.4141085571
704	0.4139275868
705	0.4137281748
706	0.4135190198
707	0.4133213475
708	0.4131182344
709	0.4128998744
710	0.4126970143
711	0.412440537
712	0.4122302433
713	0.4120311475
714	0.4118556813
715	0.4116465264
716	0.4112768675
717	0.4111248727
718	0.4108911392
719	0.4106364966
720	0.4103128948
721	0.4101024429
722	0.4098970522
723	0.4096956473
724	0.4095287219
725	0.4093092231
726	0.4091438794
727	0.4089290938
728	0.4087764348
729	0.4085603206
730	0.4082230219
731	0.4080807067
732	0.4078870834
733	0.4076722979
734	0.4074438154
735	0.4072159656
736	0.4069115332
737	0.4067307527
738	0.4065700589
739	0.406300802
740	0.40604249
741	0.4058001524
742	0.4056380035
743	0.4054387496
744	0.405262714
745	0.4050617203
746	0.4048804021
747	0.404619686
748	0.4044354892
749	0.4042254802
750	0.4041001201
751	0.4039387304
752	0.4038303254
753	0.4034959369
754	0.403224086
755	0.4030727556
756	0.4029298077
757	0.4027561446
758	0.4024876785
759	0.402328851
760	0.4021182094
761	0.401990888
762	0.401889284
763	0.401616073
764	0.4013966058
765	0.4010274214
766	0.4008840624
767	0.4006965758
768	0.4004568954
769	0.4002027272
770	0.3999140478
771	0.3997276367
772	0.3995309134
773	0.3994062809
774	0.3991621402
775	0.3989682006
776	0.398819464
777	0.3986414672
778	0.3984243725
779	0.3983001828
780	0.3980652156
781	0.3978950004
782	0.3976594322
783	0.3974285773
784	0.3971972163
785	0.3970616072
786	0.3968182258
787	0.3967007105
788	0.396463972
789	0.3961407498
790	0.3959162846
791	0.3956173879
792	0.3953809024
793	0.395197275
794	0.3948859783
795	0.3946803662
796	0.3945439031
797	0.3943200073
798	0.3941739911
799	0.3939645515
800	0.3937082955
801	0.3934647559
802	0.3933290203
803	0.3931277103
804	0.3928665513
805	0.3926444903
806	0.3924589016
807	0.3923425884
808	0.392129606
809	0.3918382062
810	0.3916806757
811	0.3915145728
812	0.3913252515
813	0.3910841476
814	0.3908906508
815	0.3907143622
816	0.3905494613
817	0.3904500716
818	0.3902702084
819	0.3900978422
820	0.3899263934
821	0.3896486273
822	0.389481955
823	0.3892336072
824	0.388947838
825	0.3887871759
826	0.3886525475
827	0.3884377303
828	0.3882786814
829	0.388128205
830	0.3879049103
831	0.3877324808
832	0.3874894157
833	0.3872912057
834	0.3871357946
835	0.3868740978
836	0.3866699725
837	0.3864611971
838	0.3862828207
839	0.3860960617
840	0.3859463129
841	0.3857382334
842	0.3855215183
843	0.3853226756
844	0.3852254369
845	0.3850510778
846	0.3848672923
847	0.384706725
848	0.3845118048
849	0.3842793366
850	0.3841694765
851	0.383933592
852	0.3836701871
853	0.3834856423
854	0.3833841016
855	0.3832418497
856	0.3830735641
857	0.382848751
858	0.3826600307
859	0.382469286
860	0.3822254301
861	0.3820483506
862	0.3818549487
863	0.3816922937
864	0.3815940112
865	0.3813751766
866	0.3812763563
867	0.3810057708
868	0.380876425
869	0.3807511598
870	0.380506513
871	0.3802768918
872	0.380145047
873	0.3799298502
874	0.3797753565
875	0.3796528749
876	0.3795570913
877	0.3794223996
878	0.3791648151
879	0.3789724255
880	0.3788604143
881	0.378600837
882	0.3783882024
883	0.3781278027
884	0.3780242374
885	0.3778678141
886	0.3776839652
887	0.3775843857
888	0.3773308186
889	0.3772316819
890	0.3771456095
891	0.3770452076
892	0.3768483261
893	0.3766868415
894	0.3764043622
895	0.3761556664
896	0.3759827625
897	0.375857782
898	0.375640276
899	0.3753803191
900	0.3752510998
901	0.3750587102
902	0.3749221205
903	0.3745953554
904	0.3743844923
905	0.374120518
906	0.3739022845
907	0.3738149152
908	0.3736433082
909	0.3734270043
910	0.3733471952
911	0.3732195575
912	0.373021126
913	0.3728804557
914	0.3726822457
915	0.3724515806
916	0.3723122072
917	0.3722057318
918	0.3719871187
919	0.371853977
920	0.3716971108
921	0.3715247762
922	0.3713812273
923	0.3712637754
924	0.3711083326
925	0.3709028787
926	0.3707547431
927	0.3706169514
928	0.370416274
929	0.3701304732
930	0.3699428285
931	0.3698189234
932	0.3695980328
933	0.3694197829
934	0.3692287535
935	0.3689826517
936	0.3688827874
937	0.3687788426
938	0.3686362111
939	0.3684841847
940	0.3682709175
941	0.368133885
942	0.3680034636
943	0.3678396699
944	0.3677244639
945	0.3674692835
946	0.3672686693
947	0.3671701653
948	0.3670256991
949	0.3668183472
950	0.3667000096
951	0.3666150443
952	0.3664592853
953	0.3662629732
954	0.3659925142
955	0.3657593501
956	0.3655278942
957	0.3654032616
958	0.3652178311
959	0.3649921323
960	0.3647628907
961	0.3645566776
962	0.3644431797
963	0.364338539
964	0.3641336544
965	0.3639576189
966	0.3637424221
967	0.3635002743
968	0.363258348
969	0.3630531155
970	0.3628500973
971	0.3626855127
972	0.3625302281
973	0.362333315
974	0.3622052345
975	0.3620018683
976	0.3617885695
977	0.3616198411
978	0.3614538963
979	0.3613021862
980	0.3611303262
981	0.3610048395
982	0.3608279499
983	0.360685698
984	0.3603380237
985	0.3602019085
986	0.3599100343
987	0.3597579446
988	0.3595225662
989	0.3593506745
990	0.3592357532
991	0.3589241401
992	0.3586946454
993	0.3585333507
994	0.3583132825
995	0.3581731499
996	0.3579176532
997	0.3577061258
998	0.3575670371
999	0.3574255444
